Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,LoggedMinutes,UnloggedMinutes
1503960366,5/7/2016,"11,992",7.71000003814697,7.71000003814697,0,2.46000003814697,2.11999988555908,3.13000011444092,0,37,46,175,833,"1,821",1091,349
1503960366,5/8/2016,"10,060",6.57999992370605,6.57999992370605,0,3.52999997138977,0.319999992847443,2.73000001907349,0,44,8,203,574,"1,740",829,611
1503960366,5/9/2016,"12,022",7.71999979019165,7.71999979019165,0,3.45000004768372,0.529999971389771,3.74000000953674,0,46,11,206,835,"1,819",1098,342
1503960366,5/10/2016,"12,207",7.76999998092651,7.76999998092651,0,3.34999990463257,1.1599999666214,3.25999999046326,0,46,31,214,746,"1,859",1037,403
1503960366,5/11/2016,"12,770",8.13000011444092,8.13000011444092,0,2.55999994277954,1.00999999046326,4.55000019073486,0,36,23,251,669,"1,783",979,461
1503960366,5/12/2016,0,0,0,0,0,0,0,0,0,0,0,"1,440",0,1440,0
1624580081,4/12/2016,"8,163",5.30999994277954,5.30999994277954,0,0,0,5.30999994277954,0,0,0,146,"1,294","1,432",1440,0
1624580081,4/13/2016,"7,007",4.55000019073486,4.55000019073486,0,0,0,4.55000019073486,0,0,0,148,"1,292","1,411",1440,0
1624580081,4/14/2016,"9,107",5.92000007629395,5.92000007629395,0,0,0,5.90999984741211,0.00999999977648258,0,0,236,"1,204","1,572",1440,0
1624580081,4/15/2016,"1,510",0.980000019073486,0.980000019073486,0,0,0,0.970000028610229,0,0,0,96,"1,344","1,344",1440,0
1624580081,4/16/2016,"5,370",3.49000000953674,3.49000000953674,0,0,0,3.49000000953674,0,0,0,176,"1,264","1,463",1440,0
1624580081,4/17/2016,"6,175",4.05999994277954,4.05999994277954,0,1.02999997138977,1.51999998092651,1.49000000953674,0.00999999977648258,15,22,127,"1,276","1,554",1440,0
1624580081,4/18/2016,"10,536",7.40999984741211,7.40999984741211,0,2.15000009536743,0.620000004768372,4.61999988555908,0.00999999977648258,17,7,202,"1,214","1,604",1440,0
1624580081,4/19/2016,"2,916",1.89999997615814,1.89999997615814,0,0,0,1.89999997615814,0,0,0,141,"1,299","1,435",1440,0
1624580081,4/20/2016,"4,974",3.23000001907349,3.23000001907349,0,0,0,3.23000001907349,0,0,0,151,"1,289","1,446",1440,0
1624580081,4/21/2016,"6,349",4.13000011444092,4.13000011444092,0,0,0,4.1100001335144,0.0199999995529652,0,0,186,"1,254","1,467",1440,0
1624580081,4/22/2016,"4,026",2.61999988555908,2.61999988555908,0,0,0,2.59999990463257,0,0,0,199,"1,241","1,470",1440,0
1624580081,4/23/2016,"8,538",5.55000019073486,5.55000019073486,0,0,0,5.53999996185303,0.00999999977648258,0,0,227,"1,213","1,562",1440,0
1624580081,4/24/2016,"6,076",3.95000004768372,3.95000004768372,0,1.14999997615814,0.910000026226044,1.88999998569489,0,16,18,185,"1,221","1,617",1440,0
1624580081,4/25/2016,"6,497",4.21999979019165,4.21999979019165,0,0,0,4.19999980926514,0.0199999995529652,0,0,202,"1,238","1,492",1440,0
1624580081,4/26/2016,"2,826",1.8400000333786,1.8400000333786,0,0,0,1.83000004291534,0.00999999977648258,0,0,140,"1,300","1,402",1440,0
1624580081,4/27/2016,"8,367",5.44000005722046,5.44000005722046,0,1.11000001430511,1.87000000476837,2.46000003814697,0,17,36,154,"1,233","1,670",1440,0
1624580081,4/28/2016,"2,759",1.78999996185303,1.78999996185303,0,0,0.200000002980232,1.60000002384186,0,0,5,115,"1,320","1,401",1440,0
1624580081,4/29/2016,"2,390",1.54999995231628,1.54999995231628,0,0,0,1.54999995231628,0,0,0,150,"1,290","1,404",1440,0
1624580081,4/30/2016,"6,474",4.30000019073486,4.30000019073486,0,0.899999976158142,1.27999997138977,2.11999988555908,0.00999999977648258,11,23,224,"1,182","1,655",1440,0
1624580081,5/1/2016,"36,019",28.0300006866455,28.0300006866455,0,21.9200000762939,4.19000005722046,1.9099999666214,0.0199999995529652,186,63,171,"1,020","2,690",1440,0
1624580081,5/2/2016,"7,155",4.92999982833862,4.92999982833862,0,0.860000014305115,0.589999973773956,3.47000002861023,0,7,6,166,"1,261","1,497",1440,0
1624580081,5/3/2016,"2,100",1.37000000476837,1.37000000476837,0,0,0,1.3400000333786,0.0199999995529652,0,0,96,"1,344","1,334",1440,0
1624580081,5/4/2016,"2,193",1.42999994754791,1.42999994754791,0,0,0,1.41999995708466,0,0,0,118,"1,322","1,368",1440,0
1624580081,5/5/2016,"2,470",1.61000001430511,1.61000001430511,0,0,0,1.58000004291534,0.0199999995529652,0,0,117,"1,323","1,370",1440,0
1624580081,5/6/2016,"1,727",1.12000000476837,1.12000000476837,0,0,0,1.12000000476837,0.00999999977648258,0,0,102,"1,338","1,341",1440,0
1624580081,5/7/2016,"2,104",1.37000000476837,1.37000000476837,0,0,0,1.37000000476837,0,0,0,182,"1,258","1,474",1440,0
1624580081,5/8/2016,"3,427",2.23000001907349,2.23000001907349,0,0,0,2.22000002861023,0,0,0,152,"1,288","1,427",1440,0
1624580081,5/9/2016,"1,732",1.12999999523163,1.12999999523163,0,0,0,1.12999999523163,0,0,0,91,"1,349","1,328",1440,0
1624580081,5/10/2016,"2,969",1.92999994754791,1.92999994754791,0,0,0,1.91999995708466,0.00999999977648258,0,0,139,"1,301","1,393",1440,0
1624580081,5/11/2016,"3,134",2.03999996185303,2.03999996185303,0,0,0,2.03999996185303,0,0,0,112,"1,328","1,359",1440,0
1624580081,5/12/2016,"2,971",1.92999994754791,1.92999994754791,0,0,0,1.91999995708466,0.00999999977648258,0,0,107,890,"1,002",997,443
1644430081,4/12/2016,"10,694",7.76999998092651,7.76999998092651,0,0.140000000596046,2.29999995231628,5.32999992370605,0,2,51,256,"1,131","3,199",1440,0
1644430081,4/13/2016,"8,001",5.82000017166138,5.82000017166138,0,2.27999997138977,0.899999976158142,2.64000010490417,0,30,16,135,"1,259","2,902",1440,0
1644430081,4/14/2016,"11,037",8.02000045776367,8.02000045776367,0,0.360000014305115,2.55999994277954,5.09999990463257,0,5,58,252,"1,125","3,226",1440,0
1644430081,4/15/2016,"5,263",3.82999992370605,3.82999992370605,0,0.219999998807907,0.150000005960464,3.45000004768372,0,3,4,170,"1,263","2,750",1440,0
1644430081,4/16/2016,"15,300",11.1199998855591,11.1199998855591,0,4.09999990463257,1.87999999523163,5.09000015258789,0,51,42,212,"1,135","3,493",1440,0
1644430081,4/17/2016,"8,757",6.36999988555908,6.36999988555908,0,2.25,0.569999992847443,3.54999995231628,0,29,13,186,"1,212","3,011",1440,0
1644430081,4/18/2016,"7,132",5.19000005722046,5.19000005722046,0,1.07000005245209,1.66999995708466,2.45000004768372,0,15,33,121,"1,271","2,806",1440,0
1644430081,4/19/2016,"11,256",8.18000030517578,8.18000030517578,0,0.360000014305115,2.52999997138977,5.30000019073486,0,5,58,278,"1,099","3,300",1440,0
1644430081,4/20/2016,"2,436",1.76999998092651,1.76999998092651,0,0,0,1.75999999046326,0.00999999977648258,0,0,125,"1,315","2,430",1440,0
1644430081,4/21/2016,"1,223",0.889999985694885,0.889999985694885,0,0,0,0.879999995231628,0.00999999977648258,0,0,38,"1,402","2,140",1440,0
1644430081,4/22/2016,"3,673",2.67000007629395,2.67000007629395,0,0,0,2.66000008583069,0.00999999977648258,0,0,86,"1,354","2,344",1440,0
1644430081,4/23/2016,"6,637",4.82999992370605,4.82999992370605,0,0,0.579999983310699,4.25,0,0,15,160,"1,265","2,677",1440,0
1644430081,4/24/2016,"3,321",2.41000008583069,2.41000008583069,0,0,0,2.41000008583069,0,0,0,89,"1,351","2,413",1440,0
1644430081,4/25/2016,"3,580",2.59999990463257,2.59999990463257,0,0.589999973773956,0.0599999986588955,1.95000004768372,0,8,1,94,"1,337","2,497",1440,0
1644430081,4/26/2016,"9,919",7.21000003814697,7.21000003814697,0,0.800000011920929,1.72000002861023,4.69000005722046,0,11,41,223,"1,165","3,123",1440,0
1644430081,4/27/2016,"3,032",2.20000004768372,2.20000004768372,0,0,0,2.20000004768372,0,0,0,118,"1,322","2,489",1440,0
1644430081,4/28/2016,"9,405",6.84000015258789,6.84000015258789,0,0.200000002980232,2.3199999332428,4.30999994277954,0,3,53,227,"1,157","3,108",1440,0
1644430081,4/29/2016,"3,176",2.30999994277954,2.30999994277954,0,0,0,2.30999994277954,0,0,0,120,"1,193","2,498",1313,127
1644430081,4/30/2016,"18,213",13.2399997711182,13.2399997711182,0,0.629999995231628,3.14000010490417,9.46000003814697,0,9,71,402,816,"3,846",1298,142
1644430081,5/1/2016,"6,132",4.46000003814697,4.46000003814697,0,0.239999994635582,0.990000009536743,3.23000001907349,0,3,24,146,908,"2,696",1081,359
1644430081,5/2/2016,"3,758",2.73000001907349,2.73000001907349,0,0.0700000002980232,0.310000002384186,2.34999990463257,0,1,7,148,682,"2,580",838,602
1644430081,5/3/2016,"12,850",9.34000015258789,9.34000015258789,0,0.720000028610229,4.09000015258789,4.53999996185303,0,10,94,221,"1,115","3,324",1440,0
1644430081,5/4/2016,"2,309",1.67999994754791,1.67999994754791,0,0,0,1.6599999666214,0.0199999995529652,0,0,52,"1,388","2,222",1440,0
1644430081,5/5/2016,"4,363",3.19000005722046,3.19000005722046,0,0.519999980926514,0.540000021457672,2.13000011444092,0.00999999977648258,6,12,81,"1,341","2,463",1440,0
1644430081,5/6/2016,"9,787",7.11999988555908,7.11999988555908,0,0.819999992847443,0.270000010728836,6.01000022888184,0.0199999995529652,11,6,369,"1,054","3,328",1440,0
1644430081,5/7/2016,"13,372",9.72000026702881,9.72000026702881,0,3.25999999046326,0.790000021457672,5.67000007629395,0.00999999977648258,41,17,243,"1,139","3,404",1440,0
1644430081,5/8/2016,"6,724",4.8899998664856,4.8899998664856,0,0,0,4.88000011444092,0,0,0,295,991,"2,987",1286,154
1644430081,5/9/2016,"6,643",4.82999992370605,4.82999992370605,0,2.39000010490417,0.349999994039536,2.08999991416931,0.00999999977648258,32,6,303,"1,099","3,008",1440,0
1644430081,5/10/2016,"9,167",6.65999984741211,6.65999984741211,0,0.879999995231628,0.810000002384186,4.96999979019165,0.00999999977648258,12,19,155,"1,254","2,799",1440,0
1644430081,5/11/2016,"1,329",0.970000028610229,0.970000028610229,0,0,0,0.949999988079071,0.00999999977648258,0,0,49,713,"1,276",762,678
1844505072,4/12/2016,"6,697",4.42999982833862,4.42999982833862,0,0,0,4.42999982833862,0,0,0,339,"1,101","2,030",1440,0
1844505072,4/13/2016,"4,929",3.25999999046326,3.25999999046326,0,0,0,3.25999999046326,0,0,0,248,"1,192","1,860",1440,0
1844505072,4/14/2016,"7,937",5.25,5.25,0,0,0,5.23000001907349,0,0,0,373,843,"2,130",1216,224
1844505072,4/15/2016,"3,844",2.53999996185303,2.53999996185303,0,0,0,2.53999996185303,0,0,0,176,527,"1,725",703,737
1844505072,4/16/2016,"3,414",2.25999999046326,2.25999999046326,0,0,0,2.25999999046326,0,0,0,147,"1,293","1,657",1440,0
1844505072,4/17/2016,"4,525",2.99000000953674,2.99000000953674,0,0.140000000596046,0.259999990463257,2.58999991416931,0,2,8,199,"1,231","1,793",1440,0
1844505072,4/18/2016,"4,597",3.03999996185303,3.03999996185303,0,0,0.479999989271164,2.55999994277954,0,0,12,217,"1,211","1,814",1440,0
1844505072,4/19/2016,197,0.129999995231628,0.129999995231628,0,0,0,0.129999995231628,0,0,0,10,"1,430","1,366",1440,0
1844505072,4/20/2016,8,0.00999999977648258,0.00999999977648258,0,0,0,0.00999999977648258,0,0,0,1,"1,439","1,349",1440,0
1844505072,4/21/2016,"8,054",5.32000017166138,5.32000017166138,0,0.119999997317791,0.519999980926514,4.67999982833862,0,2,13,308,"1,117","2,062",1440,0
1844505072,4/22/2016,"5,372",3.54999995231628,3.54999995231628,0,0,0,3.54999995231628,0,0,0,220,"1,220","1,827",1440,0
1844505072,4/23/2016,"3,570",2.35999989509583,2.35999989509583,0,0,0,2.35999989509583,0,0,0,139,"1,301","1,645",1440,0
1844505072,4/24/2016,0,0,0,0,0,0,0,0,0,0,0,"1,440","1,347",1440,0
1844505072,4/25/2016,0,0,0,0,0,0,0,0,0,0,0,"1,440","1,347",1440,0
1844505072,4/26/2016,0,0,0,0,0,0,0,0,0,0,0,"1,440","1,347",1440,0
1844505072,4/27/2016,4,0,0,0,0,0,0,0,0,0,1,"1,439","1,348",1440,0
1844505072,4/28/2016,"6,907",4.57000017166138,4.57000017166138,0,0,0,4.55999994277954,0,0,0,302,"1,138","1,992",1440,0
1844505072,4/29/2016,"4,920",3.25,3.25,0,0,0,3.25,0,0,0,247,"1,082","1,856",1329,111
1844505072,4/30/2016,"4,014",2.67000007629395,2.67000007629395,0,0,0,2.65000009536743,0,0,0,184,218,"1,763",402,1038
1844505072,5/1/2016,"2,573",1.70000004768372,1.70000004768372,0,0,0.259999990463257,1.45000004768372,0,0,7,75,585,"1,541",667,773
1844505072,5/2/2016,0,0,0,0,0,0,0,0,0,0,0,"1,440","1,348",1440,0
1844505072,5/3/2016,"4,059",2.6800000667572,2.6800000667572,0,0,0,2.6800000667572,0,0,0,184,"1,256","1,742",1440,0
1844505072,5/4/2016,"2,080",1.37000000476837,1.37000000476837,0,0,0,1.37000000476837,0,0,0,87,"1,353","1,549",1440,0
1844505072,5/5/2016,"2,237",1.48000001907349,1.48000001907349,0,0,0,1.48000001907349,0,0,0,120,"1,320","1,589",1440,0
1844505072,5/6/2016,44,0.0299999993294477,0.0299999993294477,0,0,0,0.0299999993294477,0,0,0,2,"1,438","1,351",1440,0
1844505072,5/7/2016,0,0,0,0,0,0,0,0,0,0,0,"1,440","1,347",1440,0
1844505072,5/8/2016,0,0,0,0,0,0,0,0,0,0,0,"1,440","1,347",1440,0
1844505072,5/9/2016,0,0,0,0,0,0,0,0,0,0,0,"1,440","1,347",1440,0
1844505072,5/10/2016,0,0,0,0,0,0,0,0,0,0,0,"1,440","1,347",1440,0
1844505072,5/11/2016,0,0,0,0,0,0,0,0,0,0,0,"1,440","1,347",1440,0
1844505072,5/12/2016,0,0,0,0,0,0,0,0,0,0,0,711,665,711,729
1927972279,4/12/2016,678,0.469999998807907,0.469999998807907,0,0,0,0.469999998807907,0,0,0,55,734,"2,220",789,651
1927972279,4/13/2016,356,0.25,0.25,0,0,0,0.25,0,0,0,32,986,"2,151",1018,422
1927972279,4/14/2016,"2,163",1.5,1.5,0,0,0.400000005960464,1.10000002384186,0,0,9,88,"1,292","2,383",1389,51
1927972279,4/15/2016,980,0.680000007152557,0.680000007152557,0,0,0,0.680000007152557,0,0,0,51,941,"2,221",992,448
1927972279,4/16/2016,0,0,0,0,0,0,0,0,0,0,0,"1,440","2,064",1440,0
1927972279,4/17/2016,0,0,0,0,0,0,0,0,0,0,0,"1,440","2,063",1440,0
1927972279,4/18/2016,244,0.170000001788139,0.170000001788139,0,0,0,0.170000001788139,0,0,0,17,"1,423","2,111",1440,0
1927972279,4/19/2016,0,0,0,0,0,0,0,0,0,0,0,"1,440","2,063",1440,0
1927972279,4/20/2016,0,0,0,0,0,0,0,0,0,0,0,"1,440","2,063",1440,0
1927972279,4/21/2016,0,0,0,0,0,0,0,0,0,0,0,"1,440","2,064",1440,0
1927972279,4/22/2016,149,0.100000001490116,0.100000001490116,0,0,0,0.100000001490116,0,0,0,10,"1,430","2,093",1440,0
1927972279,4/23/2016,"2,945",2.03999996185303,2.03999996185303,0,0,0,2.03999996185303,0,0,0,145,"1,295","2,499",1440,0
1927972279,4/24/2016,"2,090",1.45000004768372,1.45000004768372,0,0.0700000002980232,0.239999994635582,1.13999998569489,0,1,6,75,"1,358","2,324",1440,0
1927972279,4/25/2016,152,0.109999999403954,0.109999999403954,0,0,0,0.109999999403954,0,0,0,12,"1,303","2,100",1315,125
1927972279,4/26/2016,"3,761",2.59999990463257,2.59999990463257,0,0,0,2.59999990463257,0,0,0,192,"1,058","2,638",1250,190
1927972279,4/27/2016,0,0,0,0,0,0,0,0,0,0,0,"1,440","2,063",1440,0
1927972279,4/28/2016,"1,675",1.1599999666214,1.1599999666214,0,0,0,1.1599999666214,0,0,0,95,"1,167","2,351",1262,178
1927972279,4/29/2016,0,0,0,0,0,0,0,0,0,0,0,"1,440","2,063",1440,0
1927972279,4/30/2016,0,0,0,0,0,0,0,0,0,0,0,"1,440","2,064",1440,0
1927972279,5/1/2016,"2,704",1.87000000476837,1.87000000476837,0,1.00999999046326,0.0299999993294477,0.829999983310699,0,14,1,70,"1,355","2,411",1440,0
1927972279,5/2/2016,"3,790",2.61999988555908,2.61999988555908,0,1.1599999666214,0.300000011920929,1.1599999666214,0,16,8,94,"1,322","2,505",1440,0
1927972279,5/3/2016,"1,326",0.920000016689301,0.920000016689301,0,0.730000019073486,0,0.180000007152557,0,10,0,17,"1,413","2,195",1440,0
1927972279,5/4/2016,"1,786",1.24000000953674,1.24000000953674,0,0,0,1.24000000953674,0,0,0,87,"1,353","2,338",1440,0
1927972279,5/5/2016,0,0,0,0,0,0,0,0,0,0,0,"1,440","2,063",1440,0
1927972279,5/6/2016,"2,091",1.45000004768372,1.45000004768372,0,0,0,1.45000004768372,0,0,0,108,"1,332","2,383",1440,0
1927972279,5/7/2016,"1,510",1.03999996185303,1.03999996185303,0,0,0,1.03999996185303,0,0,0,48,"1,392","2,229",1440,0
1927972279,5/8/2016,0,0,0,0,0,0,0,0,0,0,0,"1,440","2,063",1440,0
1927972279,5/9/2016,0,0,0,0,0,0,0,0,0,0,0,"1,440","2,063",1440,0
1927972279,5/10/2016,0,0,0,0,0,0,0,0,0,0,0,"1,440","2,063",1440,0
1927972279,5/11/2016,0,0,0,0,0,0,0,0,0,0,0,"1,440","2,063",1440,0
1927972279,5/12/2016,0,0,0,0,0,0,0,0,0,0,0,966,"1,383",966,474
2022484408,4/12/2016,"11,875",8.34000015258789,8.34000015258789,0,3.30999994277954,0.769999980926514,4.26000022888184,0,42,14,227,"1,157","2,390",1440,0
2022484408,4/13/2016,"12,024",8.5,8.5,0,2.99000000953674,0.100000001490116,5.40999984741211,0,43,5,292,"1,100","2,601",1440,0
2022484408,4/14/2016,"10,690",7.5,7.5,0,2.48000001907349,0.209999993443489,4.82000017166138,0,32,3,257,"1,148","2,312",1440,0
2022484408,4/15/2016,"11,034",8.02999973297119,8.02999973297119,0,1.94000005722046,0.310000002384186,5.78000020980835,0,27,9,282,"1,122","2,525",1440,0
2022484408,4/16/2016,"10,100",7.09000015258789,7.09000015258789,0,3.15000009536743,0.550000011920929,3.39000010490417,0,41,11,151,"1,237","2,177",1440,0
2022484408,4/17/2016,"15,112",11.3999996185303,11.3999996185303,0,3.86999988555908,0.660000026226044,6.88000011444092,0,28,29,331,"1,052","2,782",1440,0
2022484408,4/18/2016,"14,131",10.0699996948242,10.0699996948242,0,3.64000010490417,0.119999997317791,6.30000019073486,0,48,3,311,"1,078","2,770",1440,0
2022484408,4/19/2016,"11,548",8.52999973297119,8.52999973297119,0,3.28999996185303,0.239999994635582,5,0,31,7,250,"1,152","2,489",1440,0
2022484408,4/20/2016,"15,112",10.6700000762939,10.6700000762939,0,3.33999991416931,1.92999994754791,5.40000009536743,0,48,63,276,"1,053","2,897",1440,0
2022484408,4/21/2016,"12,453",8.73999977111816,8.73999977111816,0,3.32999992370605,1.11000001430511,4.30999994277954,0,104,53,255,"1,028","3,158",1440,0
2022484408,4/22/2016,"12,954",9.32999992370605,9.32999992370605,0,4.42999982833862,0.419999986886978,4.46999979019165,0,52,10,273,"1,105","2,638",1440,0
2022484408,4/23/2016,"6,001",4.21000003814697,4.21000003814697,0,0,0,4.21000003814697,0,0,0,249,"1,191","2,069",1440,0
2022484408,4/24/2016,"13,481",10.2799997329712,10.2799997329712,0,4.55000019073486,1.14999997615814,4.57999992370605,0,37,26,216,"1,161","2,529",1440,0
2022484408,4/25/2016,"11,369",8.01000022888184,8.01000022888184,0,3.32999992370605,0.219999998807907,4.46000003814697,0,44,8,217,"1,171","2,470",1440,0
2022484408,4/26/2016,"10,119",7.19000005722046,7.19000005722046,0,1.42999994754791,0.660000026226044,5.1100001335144,0,55,24,275,"1,086","2,793",1440,0
2022484408,4/27/2016,"10,159",7.13000011444092,7.13000011444092,0,1.03999996185303,0.970000028610229,5.11999988555908,0,19,20,282,"1,119","2,463",1440,0
2022484408,4/28/2016,"10,140",7.11999988555908,7.11999988555908,0,0.409999996423721,1.33000004291534,5.3899998664856,0,6,20,291,"1,123","2,296",1440,0
2022484408,4/29/2016,"10,245",7.19000005722046,7.19000005722046,0,0.479999989271164,1.21000003814697,5.5,0,21,40,281,"1,098","2,611",1440,0
2022484408,4/30/2016,"18,387",12.9099998474121,12.9099998474121,0,0.939999997615814,1.39999997615814,10.5699996948242,0,13,23,361,"1,043","2,732",1440,0
2022484408,5/1/2016,"10,538",7.40000009536743,7.40000009536743,0,1.94000005722046,0.959999978542328,4.5,0,25,28,245,"1,142","2,380",1440,0
2022484408,5/2/2016,"10,379",7.28999996185303,7.28999996185303,0,2.60999989509583,0.340000003576279,4.32999992370605,0,36,8,277,"1,119","2,473",1440,0
2022484408,5/3/2016,"12,183",8.73999977111816,8.73999977111816,0,3.99000000953674,0.46000000834465,4.28000020980835,0,72,14,250,"1,104","2,752",1440,0
2022484408,5/4/2016,"11,768",8.28999996185303,8.28999996185303,0,2.50999999046326,0.930000007152557,4.84999990463257,0,36,27,272,"1,105","2,649",1440,0
2022484408,5/5/2016,"11,895",8.35000038146973,8.35000038146973,0,2.78999996185303,0.860000014305115,4.69999980926514,0,55,20,253,"1,112","2,609",1440,0
2022484408,5/6/2016,"10,227",7.17999982833862,7.17999982833862,0,1.87000000476837,0.670000016689301,4.6399998664856,0,24,17,295,"1,104","2,498",1440,0
2022484408,5/7/2016,"6,708",4.71000003814697,4.71000003814697,0,1.61000001430511,0.0799999982118607,3.01999998092651,0,20,2,149,"1,269","1,995",1440,0
2022484408,5/8/2016,"3,292",2.30999994277954,2.30999994277954,0,0,0,2.30999994277954,0,0,0,135,"1,305","1,848",1440,0
2022484408,5/9/2016,"13,379",9.39000034332275,9.39000034332275,0,2.11999988555908,1.62999999523163,5.6399998664856,0,35,47,297,"1,061","2,709",1440,0
2022484408,5/10/2016,"12,798",8.97999954223633,8.97999954223633,0,2.22000002861023,1.21000003814697,5.55999994277954,0,57,28,271,"1,084","2,797",1440,0
2022484408,5/11/2016,"13,272",9.31999969482422,9.31999969482422,0,4.17999982833862,1.14999997615814,3.99000000953674,0,58,25,224,"1,133","2,544",1440,0
2022484408,5/12/2016,"9,117",6.40999984741211,6.40999984741211,0,1.27999997138977,0.670000016689301,4.44000005722046,0,16,16,236,728,"1,853",996,444
2026352035,4/12/2016,"4,414",2.74000000953674,2.74000000953674,0,0.189999997615814,0.349999994039536,2.20000004768372,0,3,8,181,706,"1,459",898,542
2026352035,4/13/2016,"4,993",3.09999990463257,3.09999990463257,0,0,0,3.09999990463257,0,0,0,238,663,"1,521",901,539
2026352035,4/14/2016,"3,335",2.0699999332428,2.0699999332428,0,0,0,2.04999995231628,0,0,0,197,653,"1,431",850,590
2026352035,4/15/2016,"3,821",2.36999988555908,2.36999988555908,0,0,0,2.36999988555908,0,0,0,188,687,"1,444",875,565
2026352035,4/16/2016,"2,547",1.58000004291534,1.58000004291534,0,0,0,1.58000004291534,0,0,0,150,728,"1,373",878,562
